最优灵敏度,适配评分,适配等级,环境适配,趋势捕获率%,效率分,回撤控分,资金分,胜率分,波动分,基金代码,基金名称,所属板块,回测区间,交易天数,策略收益%,年化收益%,买入持有%,买持年化%,超额收益%,最大回撤%,买持最大回撤%,回撤起始,回撤结束,回撤持续天数,夏普比率,卡尔马比率,日均波动%,最大单日涨%,最大单日跌%,均值回归率%,买入次数,卖出次数,胜率%,月度胜率%,平均盈利,平均亏损,盈亏比,中位盈亏,P10盈亏,P90盈亏,最大单笔盈利,最大单笔亏损,最大连续亏损次数,最大连续盈利次数,平均仓位%,持仓天数占比%,空仓天数占比%,平均持仓天数,中位持仓天数,最长持仓天数,已实现盈亏,剩余现金,持仓市值,期末总值,牛市半年数,牛市策略收益%,牛市买持收益%,熊市半年数,熊市策略收益%,熊市买持收益%,震荡半年数,震荡策略收益%,震荡买持收益%,牛市天数,震荡天数,熊市天数,信号:低位建仓,信号:冷却期后加仓,信号:冷却期后建仓,信号:分批止盈,信号:反弹建仓,信号:大跌抄底,信号:常规止损(L2),信号:延迟回补(分批止盈),信号:延迟回补(强势止盈),信号:延迟回补(慢涨止盈),信号:延迟回补(扭亏分批止盈),信号:延迟回补(扭亏强势止盈),信号:延迟回补(扭亏慢涨止盈),信号:延迟回补(扭亏止盈卖出),信号:延迟回补(止盈卖出),信号:强势止盈,信号:慢涨止盈,信号:扭亏分批止盈,信号:扭亏强势止盈,信号:扭亏慢涨止盈,信号:扭亏止盈卖出,信号:极端止损(L3),信号:止盈卖出,信号:温和回调建仓,信号:灾难保底减仓,信号:灾难保护,信号:灾难保护(暴跌),信号:短期深亏安全网,信号:补仓(第1次),信号:补仓(第2次),信号:补仓(第3次),信号:趋势确认减仓,信号:趋势转弱,信号:跌势放缓建仓,信号:连跌低吸,分批止盈:次数,分批止盈:胜率%,分批止盈:总盈亏,分批止盈:平均盈亏,常规止损(L2):次数,常规止损(L2):胜率%,常规止损(L2):总盈亏,常规止损(L2):平均盈亏,强势止盈:次数,强势止盈:胜率%,强势止盈:总盈亏,强势止盈:平均盈亏,慢涨止盈:次数,慢涨止盈:胜率%,慢涨止盈:总盈亏,慢涨止盈:平均盈亏,扭亏分批止盈:次数,扭亏分批止盈:胜率%,扭亏分批止盈:总盈亏,扭亏分批止盈:平均盈亏,扭亏强势止盈:次数,扭亏强势止盈:胜率%,扭亏强势止盈:总盈亏,扭亏强势止盈:平均盈亏,扭亏慢涨止盈:次数,扭亏慢涨止盈:胜率%,扭亏慢涨止盈:总盈亏,扭亏慢涨止盈:平均盈亏,扭亏止盈卖出:次数,扭亏止盈卖出:胜率%,扭亏止盈卖出:总盈亏,扭亏止盈卖出:平均盈亏,极端止损(L3):次数,极端止损(L3):胜率%,极端止损(L3):总盈亏,极端止损(L3):平均盈亏,止盈卖出:次数,止盈卖出:胜率%,止盈卖出:总盈亏,止盈卖出:平均盈亏,灾难保底减仓:次数,灾难保底减仓:胜率%,灾难保底减仓:总盈亏,灾难保底减仓:平均盈亏,灾难保护:次数,灾难保护:胜率%,灾难保护:总盈亏,灾难保护:平均盈亏,灾难保护(暴跌):次数,灾难保护(暴跌):胜率%,灾难保护(暴跌):总盈亏,灾难保护(暴跌):平均盈亏,短期深亏安全网:次数,短期深亏安全网:胜率%,短期深亏安全网:总盈亏,短期深亏安全网:平均盈亏,趋势确认减仓:次数,趋势确认减仓:胜率%,趋势确认减仓:总盈亏,趋势确认减仓:平均盈亏,趋势转弱:次数,趋势转弱:胜率%,趋势转弱:总盈亏,趋势转弱:平均盈亏
1.0,46.1,C-一般,全天候/熊市优/震荡优,248.5,3.8,21.1,4.3,6.9,10,003835,鹏华沪深港新兴成长混合A,机器人,2020-05-14 ~ 2026-06-30,1480,20.64,3.25,-13.9,-2.52,34.54,25.74,72.47,2022-08-23,2023-08-25,933,0.4,0.13,1.629,11.12,-14.38,48.7,42,281,37.0,45.9,72.01,-32.88,2.19,-0.16,-55.18,30.99,1166.3,-539.8,36,20,21.5,96.1,3.9,20.2,7,105,2063.67,12042.25,21.78,12064.03,4,10.47,103.1,4,-1.82,-86.41,5,13.57,-6.04,0,1397,83,2,21,5,25,2,1,112,1,0,1,0,0,0,2,0,3,10,3,7,1,9,40,43,1,3,4,0,3,5,1,0,10,8,0,0,25,96.0,2076.18,83.05,112,0.0,-1573.21,-14.05,3,100.0,4.17,1.39,10,100.0,177.29,17.73,3,100.0,4.01,1.34,7,100.0,1239.14,177.02,1,100.0,2.01,2.01,9,100.0,366.26,40.7,40,0.0,-2105.67,-52.64,43,90.7,3482.65,80.99,3,0.0,-40.59,-13.53,4,0.0,-679.02,-169.75,0,0,0,0,3,0.0,-427.79,-142.6,10,0.0,-598.76,-59.88,8,100.0,137.0,17.12
1.1,60.2,B-良好,全天候/熊市优/震荡优,32.8,15.0,24.2,4.1,6.9,10,017968,华富科技动能混合C,机器人,2023-04-07 ~ 2026-06-30,783,17.91,5.45,54.54,15.04,-36.63,10.92,47.34,2023-07-03,2024-02-19,218,0.52,0.5,1.715,9.55,-10.85,48.1,31,150,52.7,46.2,55.79,-40.69,1.37,0.01,-29.09,38.69,669.48,-460.73,20,23,20.6,95.9,4.1,17.1,8,68,1843.41,11299.61,491.86,11791.47,3,27.47,127.83,3,-9.83,-59.48,1,2.11,3.8,0,743,40,3,15,1,4,1,0,44,0,0,0,0,2,0,3,0,2,4,5,8,1,23,15,31,1,1,0,0,2,3,2,0,1,9,0,0,4,100.0,25.71,6.43,44,0.0,-1009.03,-22.93,2,100.0,11.5,5.75,4,100.0,2.27,0.57,5,80.0,5.51,1.1,8,100.0,1750.35,218.79,1,0.0,0.0,0.0,23,82.6,843.24,36.66,15,0.0,-1491.59,-99.44,31,93.5,1690.3,54.53,1,0.0,-18.34,-18.34,0,0,0,0,0,0,0,0,2,0.0,-27.83,-13.91,1,0.0,-16.94,-16.94,9,100.0,78.26,8.7
0.9,57.6,B-良好,全天候/熊市优/震荡优,38.6,13.7,24.3,3.1,6.5,10,005165,富荣福锦混合C,机器人,2020-05-27 ~ 2026-06-30,1480,30.24,4.6,78.28,10.35,-48.04,10.04,44.28,2024-04-01,2024-09-13,527,0.62,0.46,1.227,16.18,-13.53,49.2,47,307,56.0,43.2,30.21,-19.24,1.57,0.02,-14.71,40.25,796.95,-553.59,34,37,15.6,96.2,3.8,18.6,14,69,3040.91,11690.73,1332.94,13023.67,5,28.96,137.07,2,-7.02,-28.6,6,6.04,-28.95,0,1451,29,1,20,3,38,0,2,89,0,0,0,3,2,0,1,3,1,12,12,10,3,48,26,51,1,0,0,1,1,5,4,1,3,12,1,0,38,86.8,590.95,15.55,89,0.0,-1079.84,-12.13,1,100.0,0.04,0.04,12,100.0,78.96,6.58,12,100.0,340.08,28.34,10,100.0,1692.88,169.29,3,100.0,132.69,44.23,48,85.4,893.45,18.61,26,0.0,-1026.12,-39.47,51,96.1,1354.33,26.56,0,0,0,0,0,0,0,0,1,0.0,-24.57,-24.57,1,0.0,-23.69,-23.69,3,0.0,-0.4,-0.13,12,91.7,112.15,9.35
1.05,53.4,C-一般,全天候/熊市优/震荡优,24.4,10.1,24.0,3.0,6.3,10,001864,中海魅力长三角混合,机器人,2020-05-27 ~ 2026-06-30,1480,21.58,3.38,88.47,11.39,-66.89,10.03,41.59,2020-08-05,2021-03-25,548,0.58,0.34,1.325,8.36,-11.16,48.4,54,333,61.3,41.9,16.93,-12.5,1.35,0.04,-3.9,20.24,616.09,-221.82,28,20,15.2,97.4,2.6,7.5,2,68,2140.74,10086.92,2070.87,12157.79,5,21.02,121.29,3,-5.55,-38.41,5,4.93,-0.82,0,1439,41,1,22,2,22,0,0,75,4,0,2,1,5,0,8,2,0,12,30,17,11,90,18,32,1,1,0,1,1,3,1,1,10,13,0,1,22,100.0,494.0,22.45,75,0.0,-742.27,-9.9,0,0,0,0,12,100.0,352.88,29.41,30,70.0,48.51,1.62,17,94.1,754.27,44.37,11,90.9,103.45,9.4,90,88.9,336.43,3.74,18,0.0,-184.79,-10.27,32,93.8,1308.36,40.89,1,0.0,-56.15,-56.15,0,0,0,0,1,0.0,-50.05,-50.05,1,0.0,-54.29,-54.29,10,0.0,-225.29,-22.53,13,100.0,55.68,4.28
0.95,55.2,B-良好,全天候/熊市优/震荡优,23.8,12.9,23.2,6.8,7.3,5,001770,前海开源嘉鑫混合C,机器人,2020-05-27 ~ 2026-06-30,1480,22.49,3.51,94.37,11.98,-71.88,8.14,30.13,2025-09-18,2026-03-23,329,0.61,0.43,0.69,9.28,-11.67,39.4,15,85,61.2,48.6,63.98,-42.29,1.51,0.03,-16.91,65.67,880.0,-497.15,12,16,34.2,98.6,1.4,76.2,23,326,2269.55,11653.74,595.1,12248.84,2,18.19,82.74,1,-2.67,-12.37,10,5.71,11.07,0,1460,20,2,5,1,8,0,0,13,0,0,0,0,1,0,1,0,0,13,2,7,1,6,2,14,1,1,1,0,4,3,1,0,4,9,0,0,8,75.0,149.62,18.7,13,0.0,-181.76,-13.98,0,0,0,0,13,61.5,8.5,0.65,2,100.0,20.61,10.3,7,100.0,1947.98,278.28,1,100.0,46.27,46.27,6,100.0,863.5,143.92,2,0.0,-501.62,-250.81,14,92.9,225.27,16.09,1,0.0,-0.18,-0.18,1,0.0,-169.43,-169.43,0,0,0,0,4,0.0,-186.49,-46.62,4,0.0,-17.68,-4.42,9,100.0,64.96,7.22
0.9,43.2,C-一般,全天候/熊市优/震荡优,6.1,2.2,21.5,2.9,6.6,10,017461,长城久鑫混合C,机器人,2022-12-28 ~ 2026-06-30,849,3.36,0.99,54.89,13.87,-51.53,13.34,39.26,2023-02-22,2025-04-08,697,0.18,0.07,1.25,9.84,-12.27,48.8,31,171,49.1,44.2,22.19,-20.13,1.1,0.0,-12.84,10.56,396.68,-586.97,39,18,14.6,97.1,2.9,15.0,8,62,313.92,10123.6,212.56,10336.16,2,4.99,76.06,1,-4.82,-15.99,5,4.27,-2.26,0,828,21,0,13,2,6,1,0,58,0,0,1,0,1,1,3,3,1,7,11,7,2,44,13,10,0,0,0,0,3,3,2,0,0,9,0,1,6,100.0,7.44,1.24,58,0.0,-489.69,-8.44,1,100.0,0.2,0.2,7,85.7,17.08,2.44,11,54.5,0.67,0.06,7,100.0,415.16,59.31,2,50.0,2.67,1.33,44,86.4,744.99,16.93,13,0.0,-923.11,-71.01,10,100.0,547.7,54.77,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-136.83,-45.61,0,0,0,0,9,100.0,127.64,14.18
0.9,47.0,C-一般,全天候/熊市优/震荡优,18.3,6.3,20.7,5.3,4.7,10,014939,同泰产业升级混合C,机器人,2022-04-27 ~ 2026-06-30,1014,14.08,3.33,76.88,15.23,-62.8,15.89,42.59,2022-07-05,2024-02-05,665,0.35,0.21,1.172,68.73,-8.38,50.9,37,194,44.8,31.4,33.78,-16.31,2.07,0.0,-24.4,23.35,862.0,-170.52,59,39,26.7,98.4,1.6,22.5,12,75,1356.57,5212.52,6195.18,11407.7,2,21.17,132.59,3,-14.11,-36.93,4,7.89,2.01,0,997,17,0,23,2,19,1,1,76,1,0,0,0,0,0,1,1,1,7,5,2,2,22,21,35,1,0,0,0,0,3,2,1,0,4,0,0,19,84.2,198.91,10.47,76,0.0,-891.89,-11.74,1,0.0,0.0,0.0,7,71.4,134.49,19.21,5,100.0,165.24,33.05,2,100.0,110.77,55.38,2,100.0,0.07,0.04,22,90.9,327.26,14.88,21,0.0,-690.33,-32.87,35,94.3,1960.58,56.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100.0,41.47,10.37
0.8,43.1,C-一般,熊市优,31.1,2.7,19.6,4.1,6.7,10,000796,宝盈睿丰创新混合C,机器人,2020-05-27 ~ 2026-06-30,1480,13.26,2.14,42.69,6.24,-29.43,23.99,57.47,2021-11-12,2024-09-23,1016,0.25,0.09,1.609,11.78,-13.31,49.8,41,284,60.9,44.6,22.44,-28.36,0.79,0.04,-21.71,20.34,551.03,-467.95,20,35,20.5,94.5,5.5,22.3,22,65,1244.99,9564.82,1760.69,11325.51,5,21.32,105.7,4,-4.62,-57.78,4,-2.81,3.52,0,1423,57,2,19,4,36,0,0,57,1,0,0,0,0,0,4,0,3,15,29,12,7,58,16,17,1,2,0,0,1,6,2,1,19,12,0,1,36,91.7,197.43,5.48,57,0.0,-1238.24,-21.72,3,100.0,82.17,27.39,15,86.7,106.42,7.09,29,69.0,97.6,3.37,12,100.0,937.26,78.11,7,71.4,93.8,13.4,58,100.0,1375.41,23.71,16,0.0,-937.52,-58.59,17,100.0,887.96,52.23,2,0.0,-2.27,-1.14,0,0,0,0,0,0,0,0,1,0.0,-0.82,-0.82,19,0.0,-458.25,-24.12,12,100.0,104.04,8.67
1.1,42.1,C-一般,熊市优,0.0,0,19.8,5.7,6.6,10,016076,华夏智造升级混合C,机器人,2023-02-09 ~ 2026-06-30,823,-9.15,-2.9,2.37,0.72,-11.52,22.7,55.73,2023-02-15,2024-02-05,818,-0.21,-0.13,1.479,10.2,-9.81,48.6,31,197,36.0,43.9,36.56,-28.6,1.28,-0.47,-41.32,21.0,842.97,-424.03,47,23,28.6,97.7,2.3,15.7,12,66,-865.01,8531.0,554.1,9085.1,3,21.38,96.65,4,-28.07,-72.9,0,0,0,0,785,38,1,11,3,13,0,2,98,1,0,1,1,2,0,2,1,1,9,7,9,4,8,19,14,0,0,0,0,3,5,1,0,1,11,0,0,13,92.3,171.52,13.19,98,0.0,-1614.84,-16.48,1,100.0,0.4,0.4,9,100.0,86.49,9.61,7,100.0,161.42,23.06,9,100.0,910.93,101.21,4,100.0,16.08,4.02,8,100.0,176.47,22.06,19,0.0,-1467.05,-77.21,14,71.4,900.61,64.33,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-203.79,-67.93,1,0.0,-175.12,-175.12,11,100.0,171.87,15.62
0.8,43.8,C-一般,全天候/熊市优/震荡优,36.1,3.2,18.2,5.3,7.1,10,000794,宝盈睿丰创新混合A/B,机器人,2020-05-27 ~ 2026-06-30,1480,18.0,2.86,49.84,7.13,-31.84,26.74,56.71,2021-11-12,2024-09-23,1095,0.3,0.11,1.611,11.83,-13.28,49.4,52,367,54.5,47.3,25.68,-23.09,1.11,0.02,-28.84,19.83,733.93,-281.32,66,32,26.5,95.2,4.8,15.6,11,65,1719.26,10039.12,1760.65,11799.77,5,23.77,107.83,4,-7.64,-56.4,4,2.3,5.07,0,1424,56,2,26,6,39,0,0,100,2,0,0,1,0,0,3,1,3,15,31,9,9,59,30,39,0,2,0,1,2,7,2,0,11,17,0,2,39,87.2,220.23,5.65,100,0.0,-1747.64,-17.48,3,100.0,108.3,36.1,15,93.3,146.47,9.76,31,87.1,460.34,14.85,9,100.0,760.87,84.54,9,77.8,28.95,3.22,59,94.9,1003.49,17.01,30,0.0,-1160.23,-38.67,39,87.2,2269.15,58.18,2,0.0,-29.85,-14.93,0,0,0,0,1,0.0,-23.18,-23.18,2,0.0,-34.07,-17.04,11,0.0,-421.97,-38.36,17,94.1,138.4,8.14
1.1,38.9,D-偏差,全天候/熊市优/震荡优,110.4,0.7,16.4,5.9,5.9,10,008182,方正富邦信泓混合C,机器人,2020-05-27 ~ 2026-06-30,1480,5.62,0.94,5.09,0.85,0.53,38.07,70.12,2021-02-10,2024-09-12,1303,0.14,0.02,1.293,8.19,-11.64,48.7,44,261,32.2,39.2,51.7,-22.33,2.32,-1.9,-37.09,20.51,506.39,-276.3,85,20,29.5,96.2,3.8,22.9,15,73,614.77,5363.33,5198.49,10561.82,3,43.15,128.64,5,-32.77,-88.61,5,0.31,-2.14,0,1434,46,3,28,3,15,0,0,131,0,0,0,0,1,0,1,0,2,3,6,4,1,23,30,35,2,2,0,0,1,4,1,1,3,5,0,0,15,86.7,452.01,30.13,131,0.0,-1671.59,-12.76,2,100.0,205.39,102.69,3,100.0,142.69,47.56,6,83.3,306.85,51.14,4,100.0,594.82,148.71,1,100.0,100.69,100.69,23,91.3,1215.71,52.86,30,0.0,-1584.86,-52.83,35,85.7,1230.73,35.16,2,0.0,-283.73,-141.87,0,0,0,0,0,0,0,0,1,0.0,-7.7,-7.7,3,0.0,-180.44,-60.15,5,100.0,94.2,18.84
0.8,41.2,C-一般,全天候/熊市优/震荡优,17.8,1.8,19.2,4.3,5.9,10,005297,南华丰淳混合C,机器人,2020-05-27 ~ 2026-06-30,1480,10.28,1.68,57.66,8.06,-47.38,27.88,64.7,2021-08-06,2024-02-05,1186,0.22,0.06,1.366,31.33,-7.8,49.8,53,319,48.6,39.2,24.28,-19.96,1.22,0.0,-23.41,18.71,455.17,-318.24,36,32,21.7,97.0,3.0,13.6,7,70,1027.97,11027.44,0.42,11027.86,5,31.31,147.12,5,-21.74,-67.07,3,2.35,-6.86,0,1439,41,2,23,2,24,0,1,92,2,0,2,1,2,0,5,2,1,22,14,11,5,60,33,28,1,0,0,1,4,5,4,0,10,14,0,1,24,79.2,1541.34,64.22,92,0.0,-960.56,-10.44,1,100.0,5.06,5.06,22,95.5,227.62,10.35,14,78.6,15.05,1.07,11,100.0,814.77,74.07,5,40.0,0.11,0.02,60,83.3,657.16,10.95,33,0.0,-1461.74,-44.3,28,92.9,362.27,12.94,0,0,0,0,0,0,0,0,1,0.0,-4.29,-4.29,4,0.0,-109.46,-27.36,10,0.0,-199.08,-19.91,14,100.0,139.72,9.98
0.95,33.8,D-偏差,熊市优,-8.7,0,18.2,4.1,6.5,5,016531,鹏华碳中和主题混合C,机器人,2023-06-28 ~ 2026-06-30,730,-4.68,-1.64,53.79,16.02,-58.47,22.08,46.72,2023-07-05,2024-09-13,688,-0.06,-0.07,2.131,12.36,-14.11,50.0,28,158,58.9,43.2,29.7,-58.52,0.51,0.03,-71.02,39.91,440.97,-310.43,20,26,20.5,97.0,3.0,14.7,6,65,-397.79,8477.79,1054.05,9531.84,3,17.3,128.2,3,-19.52,-58.51,1,0.0,2.29,0,685,45,1,12,3,8,0,1,32,0,0,1,0,1,0,2,0,1,6,9,8,2,36,8,26,1,3,1,0,6,4,2,0,4,8,0,0,8,75.0,192.21,24.03,32,0.0,-1615.11,-50.47,1,100.0,0.01,0.01,6,66.7,77.89,12.98,9,100.0,77.63,8.63,8,100.0,1340.61,167.58,2,100.0,24.71,12.36,36,86.1,555.63,15.43,8,0.0,-827.96,-103.5,26,92.3,437.02,16.81,3,0.0,-44.88,-14.96,1,0.0,-174.52,-174.52,0,0,0,0,6,0.0,-315.9,-52.65,4,0.0,-181.9,-45.48,8,100.0,56.77,7.1
0.9,39.8,D-偏差,熊市优,-2.6,0,19.0,3.9,6.9,10,018125,永赢先进制造智选混合发起C,机器人,2023-06-13 ~ 2026-06-30,739,-2.94,-1.01,111.15,29.03,-114.09,19.64,44.62,2023-06-30,2024-08-27,387,-0.05,-0.05,1.941,10.92,-13.34,48.7,29,138,51.4,45.9,41.43,-45.68,0.91,0.02,-67.18,63.62,627.04,-550.9,16,28,19.5,97.2,2.8,12.5,9,35,-73.83,6246.52,3459.21,9705.73,4,18.65,151.17,3,-20.22,-46.91,0,0,0,0,694,45,1,16,1,8,1,0,45,0,0,1,0,2,0,0,0,2,3,3,9,0,19,12,19,1,2,1,0,0,4,1,0,6,9,0,1,8,100.0,204.59,25.57,45,0.0,-853.87,-18.97,2,100.0,0.27,0.14,3,100.0,52.91,17.64,3,100.0,10.72,3.57,9,100.0,1249.06,138.78,0,0,0,0,19,94.7,218.7,11.51,12,0.0,-1597.2,-133.1,19,100.0,1177.73,61.99,2,0.0,-9.86,-4.93,1,0.0,-82.11,-82.11,0,0,0,0,0,0,0,0,6,0.0,-472.0,-78.67,9,100.0,27.23,3.03
0.98,50.02,,,83.24,7.7,22.15,4.09,6.44,9.64,---,【机器人】平均,机器人,,,14.97,2.78,28.9,5.27,-13.92,15.81,50.75,,,701.75,0.4,0.25,1.37,12.97,-11.73,48.79,36.3,222.8,49.9,42.88,36.45,-24.49,1.49,-0.2,-25.28,32.82,668.09,-327.17,36.86,24.07,20.46,97.13,2.87,19.71,11.11,81.79,1511.71,,,11497.23,3.29,21.09,92.34,3.18,-9.31,-50.87,4.21,3.6,-2.54,1.3,17.5,2.4,19.2,0.3,0.5,71.4,0.8,0.0,0.7,0.4,1.3,0.1,2.4,1.0,1.1,10.0,11.6,8.3,3.7,32.6,19.5,27.2,1.1,1.3,0.4,0.4,1.9,3.9,1.9,0.4,4.6,9.6,0.1,0.3,19.2,87.8,431.33,22.41,71.4,0.0,-852.18,-11.94,1.1,93.5,38.06,34.38,10.0,91.1,136.95,13.7,11.6,82.8,121.23,10.44,8.3,98.3,976.74,117.88,3.7,79.6,35.09,9.54,32.6,89.8,711.04,21.83,19.5,0.0,-950.77,-48.85,27.2,89.8,1111.4,40.79,1.3,0.0,-27.53,-20.84,0.4,0.0,-54.06,-151.37,0.4,0.0,-19.19,-53.73,1.9,0.0,-79.55,-42.84,4.6,0.8,-162.57,-35.01,9.6,98.5,95.73,9.93
1.0,49.4,C-一般,全天候/熊市优/震荡优,184.1,6.5,22.6,3.3,7.0,10,010741,汇安核心价值混合C,军工,2021-05-07 ~ 2026-06-30,1251,21.54,4.01,-25.61,-5.79,47.15,18.48,62.3,2022-08-18,2024-02-05,823,0.7,0.22,1.209,8.59,-10.86,49.7,37,276,51.1,46.8,26.64,-17.34,1.54,0.01,-10.68,23.99,585.82,-320.48,27,23,16.3,98.1,1.9,25.5,27,57,2144.02,11848.65,305.63,12154.28,2,11.22,34.17,3,-3.8,-59.81,6,13.71,6.89,0,1215,36,1,13,3,16,0,1,69,1,0,0,0,1,1,3,3,1,4,39,5,17,56,20,36,3,0,0,0,0,6,1,0,4,9,0,0,16,87.5,337.46,21.09,69,0.0,-677.98,-9.83,1,100.0,37.37,37.37,4,75.0,55.72,13.93,39,66.7,147.09,3.77,5,100.0,994.84,198.97,17,58.8,36.81,2.17,56,80.4,962.31,17.18,20,0.0,-819.03,-40.95,36,80.6,1097.01,30.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,-115.61,-28.9,9,88.9,88.03,9.78
0.8,57.8,B-良好,全天候/熊市优/牛市可/震荡优,100.0,12.4,24.0,3.5,7.9,10,017941,国投瑞银国家安全混合C,军工,2023-03-22 ~ 2026-06-30,794,11.62,3.55,-1.5,-0.48,13.12,8.61,35.94,2023-05-17,2024-09-23,534,0.51,0.41,1.307,8.89,-7.98,49.5,32,182,46.7,52.5,22.33,-10.26,2.18,0.0,-12.59,10.93,474.14,-123.38,61,25,17.4,98.4,1.6,13.1,7,64,1067.06,5609.64,5551.87,11161.51,2,8.63,27.11,2,2.01,-29.64,3,1.0,5.73,0,771,23,0,11,2,7,0,0,57,0,0,3,0,3,3,2,1,0,16,10,6,12,21,20,19,2,1,0,0,1,4,1,0,2,10,0,0,7,57.1,10.96,1.57,57,0.0,-278.3,-4.88,0,0,0,0,16,87.5,30.11,1.88,10,60.0,49.44,4.94,6,100.0,983.43,163.91,12,100.0,69.98,5.83,21,76.2,336.71,16.03,20,0.0,-504.67,-25.23,19,89.5,280.56,14.77,1,0.0,-34.36,-34.36,0,0,0,0,0,0,0,0,1,0.0,-1.72,-1.72,2,0.0,-11.94,-5.97,10,100.0,136.86,13.69
0.95,62.5,B-良好,熊市优,80.8,16.3,25,3.5,7.7,10,011592,博时军工主题股票C,军工,2021-03-24 ~ 2026-06-30,1279,33.78,5.9,41.79,7.12,-8.01,10.86,58.32,2021-11-30,2024-09-23,691,0.78,0.54,1.397,9.67,-9.59,48.3,40,212,50.9,51.6,44.2,-14.26,3.1,0.01,-18.92,36.97,767.45,-184.76,31,24,17.4,98.5,1.5,19.4,9,99,3375.63,13345.47,32.11,13377.58,5,33.32,107.06,3,-1.77,-47.0,3,-0.92,-8.32,0,1251,28,1,18,3,10,1,0,76,0,0,2,0,0,0,6,1,3,10,11,12,4,38,20,21,1,0,0,0,1,4,2,0,1,5,0,1,10,100.0,198.86,19.89,76,0.0,-825.38,-10.86,3,100.0,101.09,33.7,10,100.0,169.95,16.99,11,100.0,37.47,3.41,12,100.0,1989.36,165.78,4,100.0,29.19,7.3,38,84.2,594.23,15.64,20,0.0,-495.01,-24.75,21,100.0,1577.25,75.11,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-76.85,-76.85,1,0.0,-0.37,-0.37,5,100.0,75.84,15.17
1.0,50.0,C-一般,全天候/熊市优/震荡优,316.1,5.7,23.4,4.3,6.6,10,011113,富国军工主题混合C,军工,2021-01-26 ~ 2026-06-30,1315,16.08,2.9,-7.44,-1.47,23.52,15.36,58.42,2021-11-30,2024-02-21,987,0.4,0.19,1.357,8.83,-8.41,51.3,41,261,64.4,43.9,21.37,-29.96,0.71,0.04,-9.16,22.58,793.95,-369.42,31,41,21.6,98.6,1.4,22.9,17,75,1403.32,9168.98,2438.86,11607.84,4,29.89,67.1,3,-13.17,-47.51,4,0.04,-16.78,0,1267,48,1,21,3,27,0,1,49,0,0,0,2,3,0,1,2,1,19,36,6,17,25,24,45,0,0,0,0,0,4,2,1,4,8,0,0,27,92.6,282.47,10.46,49,0.0,-405.87,-8.28,1,100.0,8.6,8.6,19,89.5,325.87,17.15,36,83.3,278.23,7.73,6,100.0,1102.76,183.79,17,88.2,58.4,3.44,25,88.0,146.13,5.85,24,0.0,-1382.86,-57.62,45,100.0,1246.74,27.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,-398.56,-99.64,8,87.5,141.41,17.68
1.2,49.5,C-一般,熊市优,100.0,7.0,23.5,3.2,5.8,10,018075,长盛航天海工混合C,军工,2023-04-14 ~ 2026-06-30,778,7.95,2.51,3.96,1.27,3.99,10.7,41.2,2026-01-12,2026-04-07,352,0.32,0.23,1.323,9.43,-10.19,49.6,22,140,55.7,38.5,23.68,-21.06,1.12,0.01,-11.01,25.21,493.83,-335.73,40,31,15.8,97.6,2.4,18.9,16,73,730.29,9278.83,1516.14,10794.97,2,8.34,43.15,2,1.38,-31.46,3,-1.07,-0.57,0,764,14,1,12,1,23,0,1,41,1,0,1,0,0,0,2,0,0,10,10,4,7,14,9,17,1,0,0,0,1,2,0,0,2,2,0,0,23,100.0,567.18,24.66,41,0.0,-365.72,-8.92,0,0,0,0,10,100.0,328.19,32.82,10,60.0,2.13,0.21,4,100.0,229.25,57.31,7,71.4,1.13,0.16,14,85.7,694.92,49.64,9,0.0,-437.93,-48.66,17,94.1,15.16,0.89,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-52.27,-52.27,2,0.0,-260.49,-130.25,2,100.0,8.74,4.37
0.9,66.6,B-良好,震荡优,46.0,22.4,22.3,4.0,7.9,10,018185,万家先进制造混合发起式C,军工,2023-05-18 ~ 2026-06-30,757,18.93,5.94,41.12,12.15,-22.19,7.97,25.75,2023-07-04,2023-10-19,304,0.9,0.75,1.135,9.38,-10.11,49.5,25,144,77.1,52.6,21.64,-34.47,0.63,0.18,-0.1,41.9,388.63,-139.95,7,29,20.1,98.4,1.6,25.3,14,95,1850.5,11384.67,508.02,11892.69,3,17.59,42.72,0,0,0,4,0.71,-4.29,0,741,16,2,8,0,23,0,0,11,2,0,1,0,3,0,2,0,2,8,22,10,4,41,5,16,1,0,0,0,0,3,1,1,0,2,0,1,23,78.3,183.89,8.0,11,0.0,-279.55,-25.41,2,100.0,1.18,0.59,8,100.0,35.76,4.47,22,90.9,341.36,15.52,10,100.0,1050.88,105.09,4,75.0,0.04,0.01,41,78.0,296.53,7.23,5,0.0,-272.03,-54.41,16,100.0,492.1,30.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100.0,0.34,0.17
